"LocID","Location","VarID","Variant","Age","Time","DeathMale","DeathFemale","DeathTotal"
380,"Italy",4,"Median","0",1950,32079,26366,58445
380,"Italy",4,"Median","1",1950,5087,4929,10016
380,"Italy",4,"Median","2",1950,1840,1600,3440
380,"Italy",4,"Median","3",1950,1076,921,1997
380,"Italy",4,"Median","4",1950,661,630,1291
380,"Italy",4,"Median","5",1950,519,390,909
380,"Italy",4,"Median","6",1950,430,344,774
380,"Italy",4,"Median","7",1950,398,323,721
380,"Italy",4,"Median","8",1950,356,266,622
380,"Italy",4,"Median","9",1950,345,255,600
380,"Italy",4,"Median","10",1950,354,277,631
380,"Italy",4,"Median","11",1950,383,276,659
380,"Italy",4,"Median","12",1950,335,272,607
380,"Italy",4,"Median","13",1950,332,293,625
380,"Italy",4,"Median","14",1950,361,319,680
380,"Italy",4,"Median","15",1950,459,318,777
380,"Italy",4,"Median","16",1950,500,378,878
380,"Italy",4,"Median","17",1950,535,412,946
380,"Italy",4,"Median","18",1950,593,447,1041
380,"Italy",4,"Median","19",1950,658,501,1159
380,"Italy",4,"Median","20",1950,687,503,1190
380,"Italy",4,"Median","21",1950,715,564,1279
380,"Italy",4,"Median","22",1950,775,513,1288
380,"Italy",4,"Median","23",1950,836,595,1431
380,"Italy",4,"Median","24",1950,746,583,1330
380,"Italy",4,"Median","25",1950,756,619,1375
380,"Italy",4,"Median","26",1950,788,648,1437
380,"Italy",4,"Median","27",1950,769,683,1452
380,"Italy",4,"Median","28",1950,762,708,1470
380,"Italy",4,"Median","29",1950,759,707,1466
380,"Italy",4,"Median","30",1950,726,584,1310
380,"Italy",4,"Median","31",1950,511,434,945
380,"Italy",4,"Median","32",1950,488,376,864
380,"Italy",4,"Median","33",1950,542,491,1034
380,"Italy",4,"Median","34",1950,721,653,1374
380,"Italy",4,"Median","35",1950,874,723,1597
380,"Italy",4,"Median","36",1950,877,819,1697
380,"Italy",4,"Median","37",1950,998,854,1852
380,"Italy",4,"Median","38",1950,1049,861,1910
380,"Italy",4,"Median","39",1950,1139,889,2029
380,"Italy",4,"Median","40",1950,1177,1000,2177
380,"Italy",4,"Median","41",1950,1267,966,2233
380,"Italy",4,"Median","42",1950,1361,1000,2361
380,"Italy",4,"Median","43",1950,1382,976,2358
380,"Italy",4,"Median","44",1950,1528,1088,2616
380,"Italy",4,"Median","45",1950,1637,1131,2768
380,"Italy",4,"Median","46",1950,1721,1119,2840
380,"Italy",4,"Median","47",1950,1640,1152,2792
380,"Italy",4,"Median","48",1950,1788,1272,3059
380,"Italy",4,"Median","49",1950,2046,1333,3380
380,"Italy",4,"Median","50",1950,2033,1375,3408
380,"Italy",4,"Median","51",1950,2096,1457,3554
380,"Italy",4,"Median","52",1950,2233,1684,3917
380,"Italy",4,"Median","53",1950,2293,1726,4018
380,"Italy",4,"Median","54",1950,2340,1826,4165
380,"Italy",4,"Median","55",1950,2396,1920,4317
380,"Italy",4,"Median","56",1950,2532,2032,4564
380,"Italy",4,"Median","57",1950,2760,2159,4918
380,"Italy",4,"Median","58",1950,2841,2210,5050
380,"Italy",4,"Median","59",1950,2963,2446,5409
380,"Italy",4,"Median","60",1950,3147,2623,5770
380,"Italy",4,"Median","61",1950,3239,2776,6015
380,"Italy",4,"Median","62",1950,3497,3158,6656
380,"Italy",4,"Median","63",1950,3678,3238,6916
380,"Italy",4,"Median","64",1950,3657,3408,7064
380,"Italy",4,"Median","65",1950,4087,3873,7960
380,"Italy",4,"Median","66",1950,4121,4062,8183
380,"Italy",4,"Median","67",1950,4206,4125,8331
380,"Italy",4,"Median","68",1950,4655,4578,9232
380,"Italy",4,"Median","69",1950,4535,4506,9041
380,"Italy",4,"Median","70",1950,4897,4831,9728
380,"Italy",4,"Median","71",1950,5219,5143,10362
380,"Italy",4,"Median","72",1950,5466,5485,10951
380,"Italy",4,"Median","73",1950,5806,5992,11798
380,"Italy",4,"Median","74",1950,6236,6305,12540
380,"Italy",4,"Median","75",1950,5575,5902,11477
380,"Italy",4,"Median","76",1950,5589,5763,11351
380,"Italy",4,"Median","77",1950,5668,5964,11632
