"LocID","Location","VarID","Variant","Age","Time","DeathMale","DeathFemale","DeathTotal"
246,"Finland",4,"Median","0",1950,2378,1784,4162
246,"Finland",4,"Median","1",1950,222,207,429
246,"Finland",4,"Median","2",1950,135,110,245
246,"Finland",4,"Median","3",1950,108,58,166
246,"Finland",4,"Median","4",1950,60,55,115
246,"Finland",4,"Median","5",1950,59,33,92
246,"Finland",4,"Median","6",1950,40,26,66
246,"Finland",4,"Median","7",1950,36,24,60
246,"Finland",4,"Median","8",1950,45,24,69
246,"Finland",4,"Median","9",1950,34,26,60
246,"Finland",4,"Median","10",1950,38,24,62
246,"Finland",4,"Median","11",1950,36,14,50
246,"Finland",4,"Median","12",1950,23,21,44
246,"Finland",4,"Median","13",1950,29,17,46
246,"Finland",4,"Median","14",1950,37,35,72
246,"Finland",4,"Median","15",1950,35,38,73
246,"Finland",4,"Median","16",1950,45,30,75
246,"Finland",4,"Median","17",1950,44,35,80
246,"Finland",4,"Median","18",1950,90,33,124
246,"Finland",4,"Median","19",1950,148,62,210
246,"Finland",4,"Median","20",1950,147,47,195
246,"Finland",4,"Median","21",1950,154,50,204
246,"Finland",4,"Median","22",1950,134,53,188
246,"Finland",4,"Median","23",1950,139,66,206
246,"Finland",4,"Median","24",1950,118,70,189
246,"Finland",4,"Median","25",1950,98,72,170
246,"Finland",4,"Median","26",1950,126,56,182
246,"Finland",4,"Median","27",1950,123,60,183
246,"Finland",4,"Median","28",1950,121,82,203
246,"Finland",4,"Median","29",1950,136,67,203
246,"Finland",4,"Median","30",1950,98,59,157
246,"Finland",4,"Median","31",1950,104,56,160
246,"Finland",4,"Median","32",1950,118,80,198
246,"Finland",4,"Median","33",1950,103,71,175
246,"Finland",4,"Median","34",1950,114,72,186
246,"Finland",4,"Median","35",1950,135,71,206
246,"Finland",4,"Median","36",1950,141,83,224
246,"Finland",4,"Median","37",1950,148,72,220
246,"Finland",4,"Median","38",1950,167,73,240
246,"Finland",4,"Median","39",1950,150,91,241
246,"Finland",4,"Median","40",1950,158,82,239
246,"Finland",4,"Median","41",1950,170,98,268
246,"Finland",4,"Median","42",1950,195,99,295
246,"Finland",4,"Median","43",1950,163,108,271
246,"Finland",4,"Median","44",1950,193,112,304
246,"Finland",4,"Median","45",1950,237,109,345
246,"Finland",4,"Median","46",1950,226,110,335
246,"Finland",4,"Median","47",1950,203,111,315
246,"Finland",4,"Median","48",1950,246,128,374
246,"Finland",4,"Median","49",1950,258,146,404
246,"Finland",4,"Median","50",1950,282,141,422
246,"Finland",4,"Median","51",1950,305,172,477
246,"Finland",4,"Median","52",1950,323,162,486
246,"Finland",4,"Median","53",1950,308,167,475
246,"Finland",4,"Median","54",1950,344,205,549
246,"Finland",4,"Median","55",1950,322,172,495
246,"Finland",4,"Median","56",1950,293,190,483
246,"Finland",4,"Median","57",1950,341,191,532
246,"Finland",4,"Median","58",1950,382,232,614
246,"Finland",4,"Median","59",1950,436,225,660
246,"Finland",4,"Median","60",1950,403,252,655
246,"Finland",4,"Median","61",1950,409,273,682
246,"Finland",4,"Median","62",1950,442,306,748
246,"Finland",4,"Median","63",1950,443,338,780
246,"Finland",4,"Median","64",1950,460,330,790
