"LocID","Location","VarID","Variant","Age","Time","DeathMale","DeathFemale","DeathTotal"
642,"Romania",4,"Median","0",1950,22186,18060,40245
642,"Romania",4,"Median","1",1950,3104,3056,6160
642,"Romania",4,"Median","2",1950,1652,1461,3113
642,"Romania",4,"Median","3",1950,902,723,1625
642,"Romania",4,"Median","4",1950,525,387,911
642,"Romania",4,"Median","5",1950,332,231,562
642,"Romania",4,"Median","6",1950,231,156,387
642,"Romania",4,"Median","7",1950,178,122,300
642,"Romania",4,"Median","8",1950,153,109,261
642,"Romania",4,"Median","9",1950,143,108,251
642,"Romania",4,"Median","10",1950,142,115,257
642,"Romania",4,"Median","11",1950,149,128,277
642,"Romania",4,"Median","12",1950,164,144,308
642,"Romania",4,"Median","13",1950,182,161,343
642,"Romania",4,"Median","14",1950,204,176,380
642,"Romania",4,"Median","15",1950,230,190,420
642,"Romania",4,"Median","16",1950,261,204,465
642,"Romania",4,"Median","17",1950,295,219,514
642,"Romania",4,"Median","18",1950,328,234,562
642,"Romania",4,"Median","19",1950,359,251,610
642,"Romania",4,"Median","20",1950,386,267,653
642,"Romania",4,"Median","21",1950,404,280,684
642,"Romania",4,"Median","22",1950,411,291,702
642,"Romania",4,"Median","23",1950,404,297,701
642,"Romania",4,"Median","24",1950,392,302,693
642,"Romania",4,"Median","25",1950,375,305,679
642,"Romania",4,"Median","26",1950,355,305,660
642,"Romania",4,"Median","27",1950,335,304,639
642,"Romania",4,"Median","28",1950,312,296,608
642,"Romania",4,"Median","29",1950,283,280,563
642,"Romania",4,"Median","30",1950,256,261,517
642,"Romania",4,"Median","31",1950,240,249,489
642,"Romania",4,"Median","32",1950,236,246,482
642,"Romania",4,"Median","33",1950,242,252,493
642,"Romania",4,"Median","34",1950,265,272,537
642,"Romania",4,"Median","35",1950,307,309,615
642,"Romania",4,"Median","36",1950,357,350,708
642,"Romania",4,"Median","37",1950,406,386,792
642,"Romania",4,"Median","38",1950,444,410,854
642,"Romania",4,"Median","39",1950,474,426,900
642,"Romania",4,"Median","40",1950,499,436,935
642,"Romania",4,"Median","41",1950,526,446,972
642,"Romania",4,"Median","42",1950,552,456,1008
642,"Romania",4,"Median","43",1950,575,463,1037
642,"Romania",4,"Median","44",1950,603,475,1078
642,"Romania",4,"Median","45",1950,636,493,1130
642,"Romania",4,"Median","46",1950,671,518,1189
642,"Romania",4,"Median","47",1950,714,552,1265
642,"Romania",4,"Median","48",1950,750,585,1334
642,"Romania",4,"Median","49",1950,773,613,1387
642,"Romania",4,"Median","50",1950,794,642,1435
642,"Romania",4,"Median","51",1950,823,679,1502
642,"Romania",4,"Median","52",1950,850,715,1565
642,"Romania",4,"Median","53",1950,855,730,1586
642,"Romania",4,"Median","54",1950,871,748,1618
642,"Romania",4,"Median","55",1950,913,786,1699
642,"Romania",4,"Median","56",1950,961,834,1795
642,"Romania",4,"Median","57",1950,1005,879,1884
642,"Romania",4,"Median","58",1950,1039,912,1951
642,"Romania",4,"Median","59",1950,1023,901,1923
642,"Romania",4,"Median","60",1950,989,877,1866
642,"Romania",4,"Median","61",1950,1002,901,1902
642,"Romania",4,"Median","62",1950,1033,944,1977
642,"Romania",4,"Median","63",1950,1088,1012,2100
642,"Romania",4,"Median","64",1950,1166,1106,2272
642,"Romania",4,"Median","65",1950,1245,1206,2450
642,"Romania",4,"Median","66",1950,1325,1312,2637
642,"Romania",4,"Median","67",1950,1405,1425,2830
642,"Romania",4,"Median","68",1950,1486,1545,3031
642,"Romania",4,"Median","69",1950,1565,1671,3236
642,"Romania",4,"Median","70",1950,1641,1799,3440
642,"Romania",4,"Median","71",1950,1712,1924,3636
642,"Romania",4,"Median","72",1950,1776,2042,3818
642,"Romania",4,"Median","73",1950,1832,2148,3981
642,"Romania",4,"Median","74",1950,1878,2240,4119
642,"Romania",4,"Median","75",1950,1912,2316,4228
642,"Romania",4,"Median","76",1950,1935,2379,4314
642,"Romania",4,"Median","77",1950,1944,2427,4371
642,"Romania",4,"Median","78",1950,1934,2449,4383
642,"Romania",4,"Median","79",1950,1906,2444,4349
642,"Romania",4,"Median","80",1950,1856,2404,4260
642,"Romania",4,"Median","81",1950,1777,2311,4088
642,"Romania",4,"Median","82",1950,1670,2163,3833
642,"Romania",4,"Median","83",1950,1538,1967,3505
642,"Romania",4,"Median","84",1950,1386,1733,3118
642,"Romania",4,"Median","85",1950,1219,1476,2695
642,"Romania",4,"Median","86",1950,1047,1217,2263
642,"Romania",4,"Median","87",1950,875,970,1845
642,"Romania",4,"Median","88",1950,711,746,1458
642,"Romania",4,"Median","89",1950,564,559,1123
642,"Romania",4,"Median","90",1950,437,412,848
642,"Romania",4,"Median","91",1950,326,290,615
642,"Romania",4,"Median","92",1950,231,191,422
642,"Romania",4,"Median","93",1950,155,117,273
642,"Romania",4,"Median","94",1950,98,67,165
642,"Romania",4,"Median","95",1950,59,35,94
642,"Romania",4,"Median","96",1950,33,17,50
642,"Romania",4,"Median","97",1950,17,8,25
642,"Romania",4,"Median","98",1950,9,4,12
642,"Romania",4,"Median","99",1950,4,2,6
642,"Romania",4,"Median","100",1950,2,0,2
642,"Romania",4,"Median","101",1950,1,0,1
642,"Romania",4,"Median","102",1950,1,0,1
642,"Romania",4,"Median","103",1950,0,0,0
642,"Romania",4,"Median","104",1950,0,0,0
642,"Romania",4,"Median","105",1950,0,0,0
642,"Romania",4,"Median","106",1950,0,0,0
642,"Romania",4,"Median","107",1950,0,0,0
642,"Romania",4,"Median","108",1950,0,0,0
642,"Romania",4,"Median","109",1950,0,0,0
642,"Romania",4,"Median","110",1950,0,0,0
642,"Romania",4,"Median","0",1951,21730,17634,39364
642,"Romania",4,"Median","1",1951,3036,2967,6003
642,"Romania",4,"Median","2",1951,1653,1462,3115
642,"Romania",4,"Median","3",1951,905,727,1632
642,"Romania",4,"Median","4",1951,517,383,899
