"LocID","Location","VarID","Variant","Age","Time","DeathMale","DeathFemale","DeathTotal"
470,"Malta",4,"Median","0",1950,363,295,658
470,"Malta",4,"Median","1",1950,19,18,36
470,"Malta",4,"Median","2",1950,14,12,26
470,"Malta",4,"Median","3",1950,10,8,18
470,"Malta",4,"Median","4",1950,7,6,13
470,"Malta",4,"Median","5",1950,5,4,9
470,"Malta",4,"Median","6",1950,4,3,7
470,"Malta",4,"Median","7",1950,3,2,5
470,"Malta",4,"Median","8",1950,2,2,4
470,"Malta",4,"Median","9",1950,2,1,3
470,"Malta",4,"Median","10",1950,2,1,3
470,"Malta",4,"Median","11",1950,2,1,3
470,"Malta",4,"Median","12",1950,2,1,3
470,"Malta",4,"Median","13",1950,2,1,3
470,"Malta",4,"Median","14",1950,2,1,3
470,"Malta",4,"Median","15",1950,2,1,3
470,"Malta",4,"Median","16",1950,2,1,3
470,"Malta",4,"Median","17",1950,2,1,3
470,"Malta",4,"Median","18",1950,2,1,3
470,"Malta",4,"Median","19",1950,2,1,4
470,"Malta",4,"Median","20",1950,2,2,4
470,"Malta",4,"Median","21",1950,2,2,4
470,"Malta",4,"Median","22",1950,2,2,4
470,"Malta",4,"Median","23",1950,2,2,4
470,"Malta",4,"Median","24",1950,2,2,5
470,"Malta",4,"Median","25",1950,3,2,5
470,"Malta",4,"Median","26",1950,3,2,5
470,"Malta",4,"Median","27",1950,3,2,5
470,"Malta",4,"Median","28",1950,3,2,5
470,"Malta",4,"Median","29",1950,3,3,6
470,"Malta",4,"Median","30",1950,3,3,6
470,"Malta",4,"Median","31",1950,3,3,6
470,"Malta",4,"Median","32",1950,3,4,6
470,"Malta",4,"Median","33",1950,3,4,7
470,"Malta",4,"Median","34",1950,3,4,7
470,"Malta",4,"Median","35",1950,3,4,8
470,"Malta",4,"Median","36",1950,3,5,8
470,"Malta",4,"Median","37",1950,3,5,8
470,"Malta",4,"Median","38",1950,4,5,8
470,"Malta",4,"Median","39",1950,4,5,9
470,"Malta",4,"Median","40",1950,4,5,9
470,"Malta",4,"Median","41",1950,5,5,10
470,"Malta",4,"Median","42",1950,5,6,11
470,"Malta",4,"Median","43",1950,6,6,12
470,"Malta",4,"Median","44",1950,7,7,14
470,"Malta",4,"Median","45",1950,8,7,15
470,"Malta",4,"Median","46",1950,9,8,17
470,"Malta",4,"Median","47",1950,10,9,19
470,"Malta",4,"Median","48",1950,11,9,20
470,"Malta",4,"Median","49",1950,12,10,21
470,"Malta",4,"Median","50",1950,12,10,23
470,"Malta",4,"Median","51",1950,13,11,24
470,"Malta",4,"Median","52",1950,14,11,25
470,"Malta",4,"Median","53",1950,15,12,27
470,"Malta",4,"Median","54",1950,17,13,30
470,"Malta",4,"Median","55",1950,19,15,34
470,"Malta",4,"Median","56",1950,21,17,38
470,"Malta",4,"Median","57",1950,23,20,43
470,"Malta",4,"Median","58",1950,26,22,48
470,"Malta",4,"Median","59",1950,28,25,53
470,"Malta",4,"Median","60",1950,30,26,56
470,"Malta",4,"Median","61",1950,31,27,57
470,"Malta",4,"Median","62",1950,31,27,58
470,"Malta",4,"Median","63",1950,32,27,58
470,"Malta",4,"Median","64",1950,32,27,59
