"LocID","Location","VarID","Variant","Age","Time","DeathMale","DeathFemale","DeathTotal"
233,"Estonia",4,"Median","0",1950,525,356,881
233,"Estonia",4,"Median","1",1950,84,57,141
233,"Estonia",4,"Median","2",1950,35,25,60
233,"Estonia",4,"Median","3",1950,14,10,23
233,"Estonia",4,"Median","4",1950,7,5,12
233,"Estonia",4,"Median","5",1950,16,9,25
233,"Estonia",4,"Median","6",1950,13,7,20
233,"Estonia",4,"Median","7",1950,11,6,17
233,"Estonia",4,"Median","8",1950,10,5,15
233,"Estonia",4,"Median","9",1950,9,5,14
233,"Estonia",4,"Median","10",1950,9,5,14
233,"Estonia",4,"Median","11",1950,10,5,15
233,"Estonia",4,"Median","12",1950,10,6,16
233,"Estonia",4,"Median","13",1950,11,6,18
233,"Estonia",4,"Median","14",1950,13,7,19
233,"Estonia",4,"Median","15",1950,15,7,22
233,"Estonia",4,"Median","16",1950,17,8,25
233,"Estonia",4,"Median","17",1950,20,8,28
233,"Estonia",4,"Median","18",1950,23,9,32
233,"Estonia",4,"Median","19",1950,25,10,36
233,"Estonia",4,"Median","20",1950,27,11,38
233,"Estonia",4,"Median","21",1950,28,11,39
233,"Estonia",4,"Median","22",1950,28,11,39
233,"Estonia",4,"Median","23",1950,26,11,38
233,"Estonia",4,"Median","24",1950,24,11,35
233,"Estonia",4,"Median","25",1950,22,12,33
233,"Estonia",4,"Median","26",1950,20,12,31
233,"Estonia",4,"Median","27",1950,18,12,30
233,"Estonia",4,"Median","28",1950,17,11,28
233,"Estonia",4,"Median","29",1950,16,11,27
233,"Estonia",4,"Median","30",1950,15,10,25
233,"Estonia",4,"Median","31",1950,14,9,24
233,"Estonia",4,"Median","32",1950,14,9,24
233,"Estonia",4,"Median","33",1950,16,11,27
233,"Estonia",4,"Median","34",1950,18,13,32
233,"Estonia",4,"Median","35",1950,21,15,37
233,"Estonia",4,"Median","36",1950,24,18,42
233,"Estonia",4,"Median","37",1950,27,21,48
233,"Estonia",4,"Median","38",1950,29,23,52
233,"Estonia",4,"Median","39",1950,30,24,53
233,"Estonia",4,"Median","40",1950,31,25,55
233,"Estonia",4,"Median","41",1950,32,26,58
233,"Estonia",4,"Median","42",1950,34,28,61
233,"Estonia",4,"Median","43",1950,36,30,65
233,"Estonia",4,"Median","44",1950,39,32,71
233,"Estonia",4,"Median","45",1950,42,34,76
233,"Estonia",4,"Median","46",1950,45,37,82
233,"Estonia",4,"Median","47",1950,48,40,88
233,"Estonia",4,"Median","48",1950,50,42,92
233,"Estonia",4,"Median","49",1950,51,44,95
233,"Estonia",4,"Median","50",1950,52,47,99
233,"Estonia",4,"Median","51",1950,53,49,102
233,"Estonia",4,"Median","52",1950,54,52,106
233,"Estonia",4,"Median","53",1950,56,55,111
233,"Estonia",4,"Median","54",1950,59,58,117
233,"Estonia",4,"Median","55",1950,62,61,123
233,"Estonia",4,"Median","56",1950,65,64,129
233,"Estonia",4,"Median","57",1950,69,68,137
233,"Estonia",4,"Median","58",1950,73,73,146
233,"Estonia",4,"Median","59",1950,78,78,157
233,"Estonia",4,"Median","60",1950,84,85,168
233,"Estonia",4,"Median","61",1950,90,92,181
233,"Estonia",4,"Median","62",1950,96,99,195
233,"Estonia",4,"Median","63",1950,101,107,208
233,"Estonia",4,"Median","64",1950,106,115,221
233,"Estonia",4,"Median","65",1950,111,124,236
233,"Estonia",4,"Median","66",1950,116,134,251
233,"Estonia",4,"Median","67",1950,121,145,266
233,"Estonia",4,"Median","68",1950,127,156,284
233,"Estonia",4,"Median","69",1950,134,168,302
233,"Estonia",4,"Median","70",1950,140,181,322
233,"Estonia",4,"Median","71",1950,147,195,342
233,"Estonia",4,"Median","72",1950,153,209,361
233,"Estonia",4,"Median","73",1950,155,224,380
233,"Estonia",4,"Median","74",1950,156,241,397
233,"Estonia",4,"Median","75",1950,156,256,412
233,"Estonia",4,"Median","76",1950,154,272,426
233,"Estonia",4,"Median","77",1950,151,283,434
233,"Estonia",4,"Median","78",1950,146,284,431
233,"Estonia",4,"Median","79",1950,139,278,417
233,"Estonia",4,"Median","80",1950,131,267,398
233,"Estonia",4,"Median","81",1950,120,252,372
233,"Estonia",4,"Median","82",1950,109,236,345
233,"Estonia",4,"Median","83",1950,100,223,323
233,"Estonia",4,"Median","84",1950,91,213,304
233,"Estonia",4,"Median","85",1950,81,197,279
233,"Estonia",4,"Median","86",1950,70,178,248
233,"Estonia",4,"Median","87",1950,59,157,216
233,"Estonia",4,"Median","88",1950,49,136,185
233,"Estonia",4,"Median","89",1950,40,116,155
233,"Estonia",4,"Median","90",1950,30,92,122
233,"Estonia",4,"Median","91",1950,22,72,94
233,"Estonia",4,"Median","92",1950,19,63,82
233,"Estonia",4,"Median","93",1950,15,50,65
233,"Estonia",4,"Median","94",1950,8,30,38
233,"Estonia",4,"Median","95",1950,4,18,23
233,"Estonia",4,"Median","96",1950,4,16,20
233,"Estonia",4,"Median","97",1950,4,15,18
233,"Estonia",4,"Median","98",1950,2,11,13
233,"Estonia",4,"Median","99",1950,1,7,8
233,"Estonia",4,"Median","0",1951,486,342,827
233,"Estonia",4,"Median","1",1951,83,57,140
233,"Estonia",4,"Median","2",1951,38,26,64
233,"Estonia",4,"Median","3",1951,13,9,22
233,"Estonia",4,"Median","4",1951,7,5,12
233,"Estonia",4,"Median","5",1951,15,8,23
233,"Estonia",4,"Median","6",1951,12,7,19
233,"Estonia",4,"Median","7",1951,10,5,16
233,"Estonia",4,"Median","8",1951,9,5,14
233,"Estonia",4,"Median","9",1951,9,5,13
233,"Estonia",4,"Median","10",1951,8,5,13
233,"Estonia",4,"Median","11",1951,9,5,13
233,"Estonia",4,"Median","12",1951,10,5,15
