"LocID","Location","VarID","Variant","Age","Time","PopMale","PopFemale","PopTotal"
356,"India",4,"Median","0",1950,6746110,6465165,13211274.5
356,"India",4,"Median","1",1950,5651382,5411624,11063007
356,"India",4,"Median","2",1950,4926970,4754879,9681849
356,"India",4,"Median","3",1950,4670545,4534192,9204737.5
356,"India",4,"Median","4",1950,4498760,4352756,8851516.5
356,"India",4,"Median","5",1950,4350651,4200955,8551606
356,"India",4,"Median","6",1950,4229264,4082341,8311605
356,"India",4,"Median","7",1950,4131374,3993254,8124627
356,"India",4,"Median","8",1950,4055636,3929120,7984755.5
356,"India",4,"Median","9",1950,4000324,3885160,7885484.5
356,"India",4,"Median","10",1950,3964975,3861026,7826001
356,"India",4,"Median","11",1950,3946404,3859597,7806000.5
356,"India",4,"Median","12",1950,3918480,3841812,7760293
356,"India",4,"Median","13",1950,3857000,3774557,7631557.5
356,"India",4,"Median","14",1950,3774474,3680102,7454576
356,"India",4,"Median","15",1950,3703667,3597958,7301625.5
356,"India",4,"Median","16",1950,3642669,3527750,7170419
356,"India",4,"Median","17",1950,3578508,3447078,7025586.5
356,"India",4,"Median","18",1950,3518160,3360900,6879060.5
356,"India",4,"Median","19",1950,3459552,3272899,6732451.5
356,"India",4,"Median","20",1950,3398800,3184140,6582941
356,"India",4,"Median","21",1950,3337876,3094602,6432478
356,"India",4,"Median","22",1950,3273524,3008639,6282162.5
356,"India",4,"Median","23",1950,3200316,2930783,6131099
356,"India",4,"Median","24",1950,3122190,2857920,5980109.5
356,"India",4,"Median","25",1950,3045235,2784520,5829755.5
356,"India",4,"Median","26",1950,2968476,2710806,5679282.5
356,"India",4,"Median","27",1950,2893940,2642567,5536506.5
356,"India",4,"Median","28",1950,2827006,2581109,5408115
356,"India",4,"Median","29",1950,2764270,2523484,5287753
356,"India",4,"Median","30",1950,2700438,2466638,5167076
356,"India",4,"Median","31",1950,2636850,2411496,5048345
356,"India",4,"Median","32",1950,2571924,2355749,4927672.5
356,"India",4,"Median","33",1950,2501142,2295500,4796642
356,"India",4,"Median","34",1950,2427872,2233442,4661313.5
356,"India",4,"Median","35",1950,2356142,2172652,4528793.5
356,"India",4,"Median","36",1950,2283642,2110976,4394618.5
356,"India",4,"Median","37",1950,2217458,2053795,4271252.5
356,"India",4,"Median","38",1950,2166332,2007981,4174312.5
356,"India",4,"Median","39",1950,2122125,1966510,4088635.5
356,"India",4,"Median","40",1950,2075426,1923224,3998649.5
356,"India",4,"Median","41",1950,2030648,1883584,3914231.5
356,"India",4,"Median","42",1950,1978096,1832426,3810522
356,"India",4,"Median","43",1950,1902018,1750818,3652836
356,"India",4,"Median","44",1950,1813246,1653142,3466388
356,"India",4,"Median","45",1950,1728596,1560578,3289173
356,"India",4,"Median","46",1950,1643206,1466349,3109554.5
356,"India",4,"Median","47",1950,1568801,1390470,2959271
356,"India",4,"Median","48",1950,1523782,1357091,2880872.5
356,"India",4,"Median","49",1950,1494487,1349201,2843688
356,"India",4,"Median","50",1950,1461004,1340030,2801034.5
356,"India",4,"Median","51",1950,1428500,1330884,2759383
356,"India",4,"Median","52",1950,1381326,1303196,2684522.5
356,"India",4,"Median","53",1950,1296852,1221120,2517972.5
356,"India",4,"Median","54",1950,1191250,1107629,2298878.5
356,"India",4,"Median","55",1950,1090738,1003859,2094597
356,"India",4,"Median","56",1950,992085,902377,1894462
356,"India",4,"Median","57",1950,911301,823890,1735191.5
