"LocID","Location","VarID","Variant","Age","Time","PopMale","PopFemale","PopTotal"
724,"Spain",4,"Median","0",1950,259284,244142,503426.5
724,"Spain",4,"Median","1",1950,280314,266516,546830.5
724,"Spain",4,"Median","2",1950,285138,274220,559357.5
724,"Spain",4,"Median","3",1950,267731,258906,526637
724,"Spain",4,"Median","4",1950,270027,257210,527237
724,"Spain",4,"Median","5",1950,273620,259161,532780.5
724,"Spain",4,"Median","6",1950,260120,251160,511279.5
724,"Spain",4,"Median","7",1950,246008,234138,480145
724,"Spain",4,"Median","8",1950,229888,214272,444159.5
724,"Spain",4,"Median","9",1950,239553,231913,471466
724,"Spain",4,"Median","10",1950,224576,220050,444626
724,"Spain",4,"Median","11",1950,197990,191871,389861.5
724,"Spain",4,"Median","12",1950,228648,221134,449782.5
724,"Spain",4,"Median","13",1950,257489,250054,507543
724,"Spain",4,"Median","14",1950,271054,269908,540963
724,"Spain",4,"Median","15",1950,264495,270731,535226
724,"Spain",4,"Median","16",1950,271844,278886,550729
724,"Spain",4,"Median","17",1950,281898,288754,570651.5
724,"Spain",4,"Median","18",1950,264858,272574,537432.5
724,"Spain",4,"Median","19",1950,263846,273180,537027
724,"Spain",4,"Median","20",1950,270543,276846,547389.5
724,"Spain",4,"Median","21",1950,277312,264976,542288
724,"Spain",4,"Median","22",1950,274496,267449,541945
724,"Spain",4,"Median","23",1950,249369,262682,512051
724,"Spain",4,"Median","24",1950,249886,261015,510901.5
724,"Spain",4,"Median","25",1950,242150,255458,497607.5
724,"Spain",4,"Median","26",1950,238500,247816,486316
724,"Spain",4,"Median","27",1950,236940,249648,486587
724,"Spain",4,"Median","28",1950,223814,236580,460393.5
724,"Spain",4,"Median","29",1950,218882,237970,456852
724,"Spain",4,"Median","30",1950,197890,221058,418947
724,"Spain",4,"Median","31",1950,173900,196735,370635.5
724,"Spain",4,"Median","32",1950,174465,207067,381532
724,"Spain",4,"Median","33",1950,171090,198208,369297.5
724,"Spain",4,"Median","34",1950,171776,199226,371002
724,"Spain",4,"Median","35",1950,174393,207804,382197.5
724,"Spain",4,"Median","36",1950,173336,203750,377086
724,"Spain",4,"Median","37",1950,172870,203096,375966
724,"Spain",4,"Median","38",1950,172074,200442,372516
724,"Spain",4,"Median","39",1950,196804,211812,408616
724,"Spain",4,"Median","40",1950,194423,197168,391591.5
724,"Spain",4,"Median","41",1950,169683,182112,351794.5
724,"Spain",4,"Median","42",1950,169702,187026,356728
724,"Spain",4,"Median","43",1950,161505,179975,341480
724,"Spain",4,"Median","44",1950,166782,186600,353382.5
724,"Spain",4,"Median","45",1950,166064,186382,352445
724,"Spain",4,"Median","46",1950,155649,172544,328193
724,"Spain",4,"Median","47",1950,156791,172338,329129.5
724,"Spain",4,"Median","48",1950,150526,164970,315496
724,"Spain",4,"Median","49",1950,160065,188040,348105
724,"Spain",4,"Median","50",1950,148250,172876,321126
724,"Spain",4,"Median","51",1950,124078,133220,257298.5
724,"Spain",4,"Median","52",1950,122844,135123,257967
724,"Spain",4,"Median","53",1950,121297,136224,257521
724,"Spain",4,"Median","54",1950,123665,141282,264947
724,"Spain",4,"Median","55",1950,118345,136188,254532.5
724,"Spain",4,"Median","56",1950,108700,124994,233695
724,"Spain",4,"Median","57",1950,103657,121936,225593.5
724,"Spain",4,"Median","58",1950,98518,117202,215721
724,"Spain",4,"Median","59",1950,102792,128071,230863
724,"Spain",4,"Median","60",1950,99658,121132,220789
724,"Spain",4,"Median","61",1950,94316,107670,201986
724,"Spain",4,"Median","62",1950,92846,111736,204581
724,"Spain",4,"Median","63",1950,84818,107020,191838.5
724,"Spain",4,"Median","64",1950,85845,111608,197453.5
724,"Spain",4,"Median","65",1950,82980,108899,191879.5
724,"Spain",4,"Median","66",1950,71677,94328,166005
724,"Spain",4,"Median","67",1950,66192,87118,153310.5
724,"Spain",4,"Median","68",1950,61278,79262,140540
724,"Spain",4,"Median","69",1950,65321,87883,153204
724,"Spain",4,"Median","70",1950,58472,77620,136092.5
724,"Spain",4,"Median","71",1950,49142,64614,113756
724,"Spain",4,"Median","72",1950,48984,67196,116179.5
724,"Spain",4,"Median","73",1950,43192,62230,105421
724,"Spain",4,"Median","74",1950,40430,61608,102037
724,"Spain",4,"Median","75",1950,36426,55706,92132
724,"Spain",4,"Median","76",1950,30766,46812,77577.5
724,"Spain",4,"Median","77",1950,27907,43240,71146.5
724,"Spain",4,"Median","78",1950,23134,35792,58926.5
724,"Spain",4,"Median","79",1950,23231,38495,61726
724,"Spain",4,"Median","80",1950,21912,37850,59762.5
724,"Spain",4,"Median","81",1950,15646,26925,42571.5
724,"Spain",4,"Median","82",1950,12813,22816,35629.5
724,"Spain",4,"Median","83",1950,10914,20070,30984.5
724,"Spain",4,"Median","84",1950,9251,17570,26821
724,"Spain",4,"Median","85",1950,7526,14739,22265
724,"Spain",4,"Median","86",1950,5832,12000,17832
724,"Spain",4,"Median","87",1950,4382,9552,13934.5
724,"Spain",4,"Median","88",1950,3331,7700,11031.5
724,"Spain",4,"Median","89",1950,2622,6394,9015.5
724,"Spain",4,"Median","90",1950,1972,5130,7101
724,"Spain",4,"Median","91",1950,1342,3786,5127
724,"Spain",4,"Median","92",1950,926,2790,3717
724,"Spain",4,"Median","93",1950,665,2156,2821.5
724,"Spain",4,"Median","94",1950,480,1668,2148
724,"Spain",4,"Median","95",1950,346,1250,1596.5
724,"Spain",4,"Median","96",1950,234,902,1135
724,"Spain",4,"Median","97",1950,149,618,767
724,"Spain",4,"Median","98",1950,93,406,498.5
724,"Spain",4,"Median","99",1950,55,259,314
724,"Spain",4,"Median","100",1950,23,121,144
724,"Spain",4,"Median","101",1950,16,88,104
724,"Spain",4,"Median","102",1950,11,63,74
724,"Spain",4,"Median","103",1950,7,46,53
724,"Spain",4,"Median","104",1950,5,33,38
724,"Spain",4,"Median","105",1950,3,24,27
724,"Spain",4,"Median","106",1950,2,18,20
724,"Spain",4,"Median","107",1950,2,13,15
724,"Spain",4,"Median","108",1950,1,9,10
724,"Spain",4,"Median","109",1950,1,7,8
724,"Spain",4,"Median","110",1950,0,5,5
724,"Spain",4,"Median","0",1951,255290,240646,495936
724,"Spain",4,"Median","1",1951,246251,231375,477626
724,"Spain",4,"Median","2",1951,277974,264172,542145
724,"Spain",4,"Median","3",1951,284048,273610,557657.5
724,"Spain",4,"Median","4",1951,266321,257282,523603.5
724,"Spain",4,"Median","5",1951,269474,256116,525590.5
724,"Spain",4,"Median","6",1951,273068,258993,532060.5
724,"Spain",4,"Median","7",1951,258228,250370,508597.5
724,"Spain",4,"Median","8",1951,246949,234538,481487.5
724,"Spain",4,"Median","9",1951,229240,214234,443473.5
724,"Spain",4,"Median","10",1951,242767,235372,478139.5
724,"Spain",4,"Median","11",1951,223740,219198,442938.5
724,"Spain",4,"Median","12",1951,198494,192304,390799
724,"Spain",4,"Median","13",1951,230748,220006,450754
724,"Spain",4,"Median","14",1951,257292,250459,507750.5
724,"Spain",4,"Median","15",1951,268808,269318,538126
724,"Spain",4,"Median","16",1951,262831,269556,532387
724,"Spain",4,"Median","17",1951,269744,277511,547255.5
724,"Spain",4,"Median","18",1951,280449,287880,568329.5
724,"Spain",4,"Median","19",1951,260980,269576,530557
724,"Spain",4,"Median","20",1951,263444,273137,536581
724,"Spain",4,"Median","21",1951,267922,275122,543044.5
724,"Spain",4,"Median","22",1951,276592,262603,539194.5
724,"Spain",4,"Median","23",1951,269796,265742,535538.5
724,"Spain",4,"Median","24",1951,247530,260862,508392.5
724,"Spain",4,"Median","25",1951,247906,259440,507346.5
724,"Spain",4,"Median","26",1951,240323,253516,493839
724,"Spain",4,"Median","27",1951,236753,245664,482417
724,"Spain",4,"Median","28",1951,233712,247166,480878
724,"Spain",4,"Median","29",1951,222308,234188,456496
724,"Spain",4,"Median","30",1951,217711,236880,454591.5
724,"Spain",4,"Median","31",1951,195490,218387,413876.5
724,"Spain",4,"Median","32",1951,172522,195164,367685
724,"Spain",4,"Median","33",1951,173118,204906,378023.5
724,"Spain",4,"Median","34",1951,169465,195358,364822.5
724,"Spain",4,"Median","35",1951,170088,197304,367391
724,"Spain",4,"Median","36",1951,173052,205990,379042
724,"Spain",4,"Median","37",1951,171692,201632,373324
724,"Spain",4,"Median","38",1951,171286,200872,372157
724,"Spain",4,"Median","39",1951,171626,199884,371510
724,"Spain",4,"Median","40",1951,197054,208922,405975
724,"Spain",4,"Median","41",1951,191370,196636,388005.5
724,"Spain",4,"Median","42",1951,168574,181636,350210.5
724,"Spain",4,"Median","43",1951,167972,185604,353576.5
724,"Spain",4,"Median","44",1951,160652,179244,339896
724,"Spain",4,"Median","45",1951,166351,186014,352364.5
724,"Spain",4,"Median","46",1951,164156,184568,348724
724,"Spain",4,"Median","47",1951,154554,171236,325790.5
724,"Spain",4,"Median","48",1951,155490,170954,326443.5
724,"Spain",4,"Median","49",1951,148958,163800,312759
724,"Spain",4,"Median","50",1951,158026,186328,344354
724,"Spain",4,"Median","51",1951,145926,171092,317018
724,"Spain",4,"Median","52",1951,122641,132254,254895
724,"Spain",4,"Median","53",1951,121240,133950,255190
724,"Spain",4,"Median","54",1951,120102,135785,255887.5
724,"Spain",4,"Median","55",1951,121369,139520,260888.5
724,"Spain",4,"Median","56",1951,116570,135444,252015
724,"Spain",4,"Median","57",1951,106672,123462,230134.5
724,"Spain",4,"Median","58",1951,101824,120530,222353.5
724,"Spain",4,"Median","59",1951,96636,115822,212458
724,"Spain",4,"Median","60",1951,99568,124938,224505.5
724,"Spain",4,"Median","61",1951,97212,119210,216421.5
724,"Spain",4,"Median","62",1951,91896,106648,198544
