"LocID","Location","VarID","Variant","Age","Time","PopMale","PopFemale","PopTotal"
470,"Malta",4,"Median","0",1950,4306,4090,8396.5
470,"Malta",4,"Median","1",1950,4356,4168,8524
470,"Malta",4,"Median","2",1950,4410,4246,8656.5
470,"Malta",4,"Median","3",1950,4419,4281,8700
470,"Malta",4,"Median","4",1950,4356,4240,8595.5
470,"Malta",4,"Median","5",1950,4148,4054,8201
470,"Malta",4,"Median","6",1950,3860,3800,7660
470,"Malta",4,"Median","7",1950,3496,3483,6979
470,"Malta",4,"Median","8",1950,3082,3130,6213
470,"Malta",4,"Median","9",1950,2734,2852,5586
470,"Malta",4,"Median","10",1950,2514,2717,5231.5
470,"Malta",4,"Median","11",1950,2418,2718,5136
470,"Malta",4,"Median","12",1950,2388,2784,5171.5
470,"Malta",4,"Median","13",1950,2346,2832,5178
470,"Malta",4,"Median","14",1950,2280,2846,5125.5
470,"Malta",4,"Median","15",1950,2206,2840,5045.5
470,"Malta",4,"Median","16",1950,2129,2812,4940.5
470,"Malta",4,"Median","17",1950,2055,2748,4803.5
470,"Malta",4,"Median","18",1950,1992,2664,4656.5
470,"Malta",4,"Median","19",1950,1947,2586,4532.5
470,"Malta",4,"Median","20",1950,1922,2523,4445.5
470,"Malta",4,"Median","21",1950,1909,2459,4368
470,"Malta",4,"Median","22",1950,1907,2392,4298.5
470,"Malta",4,"Median","23",1950,1916,2338,4253
470,"Malta",4,"Median","24",1950,1922,2299,4220.5
470,"Malta",4,"Median","25",1950,1916,2264,4179.5
470,"Malta",4,"Median","26",1950,1903,2221,4124
470,"Malta",4,"Median","27",1950,1891,2176,4067
470,"Malta",4,"Median","28",1950,1867,2126,3993.5
470,"Malta",4,"Median","29",1950,1824,2066,3890
470,"Malta",4,"Median","30",1950,1775,2003,3778
470,"Malta",4,"Median","31",1950,1718,1926,3643.5
470,"Malta",4,"Median","32",1950,1652,1834,3486
470,"Malta",4,"Median","33",1950,1596,1760,3355
470,"Malta",4,"Median","34",1950,1559,1714,3273.5
470,"Malta",4,"Median","35",1950,1542,1683,3225.5
470,"Malta",4,"Median","36",1950,1540,1658,3198.5
470,"Malta",4,"Median","37",1950,1555,1656,3211
470,"Malta",4,"Median","38",1950,1586,1680,3265.5
470,"Malta",4,"Median","39",1950,1620,1715,3334.5
470,"Malta",4,"Median","40",1950,1656,1761,3416.5
470,"Malta",4,"Median","41",1950,1678,1792,3470
470,"Malta",4,"Median","42",1950,1679,1794,3473
470,"Malta",4,"Median","43",1950,1669,1784,3453
470,"Malta",4,"Median","44",1950,1640,1760,3400
470,"Malta",4,"Median","45",1950,1588,1703,3290.5
470,"Malta",4,"Median","46",1950,1519,1622,3140.5
470,"Malta",4,"Median","47",1950,1463,1555,3018
470,"Malta",4,"Median","48",1950,1426,1524,2951
470,"Malta",4,"Median","49",1950,1396,1506,2901
470,"Malta",4,"Median","50",1950,1370,1491,2860.5
470,"Malta",4,"Median","51",1950,1344,1478,2822.5
