"LocID","Location","VarID","Variant","Age","Time","PopMale","PopFemale","PopTotal"
578,"Norway",4,"Median","0",1950,31572,29791,61362.5
578,"Norway",4,"Median","1",1950,32209,30182,62390.5
578,"Norway",4,"Median","2",1950,33350,31515,64865
578,"Norway",4,"Median","3",1950,34560,32548,67107
578,"Norway",4,"Median","4",1950,32854,31192,64045
578,"Norway",4,"Median","5",1950,31468,29702,61169.5
578,"Norway",4,"Median","6",1950,29427,27722,57149
578,"Norway",4,"Median","7",1950,26726,25492,52217.5
578,"Norway",4,"Median","8",1950,23798,22810,46608
578,"Norway",4,"Median","9",1950,22596,21590,44185.5
578,"Norway",4,"Median","10",1950,22847,22076,44923
578,"Norway",4,"Median","11",1950,21993,21254,43246.5
578,"Norway",4,"Median","12",1950,21474,20717,42190.5
578,"Norway",4,"Median","13",1950,20632,19902,40534.5
578,"Norway",4,"Median","14",1950,20090,19480,39569.5
578,"Norway",4,"Median","15",1950,19946,19380,39325.5
578,"Norway",4,"Median","16",1950,20203,19335,39538
578,"Norway",4,"Median","17",1950,21098,20246,41344
578,"Norway",4,"Median","18",1950,21948,21230,43178.5
578,"Norway",4,"Median","19",1950,22394,21543,43937.5
578,"Norway",4,"Median","20",1950,23100,21950,45051
578,"Norway",4,"Median","21",1950,23041,22129,45170
578,"Norway",4,"Median","22",1950,23327,22310,45637
578,"Norway",4,"Median","23",1950,24322,23244,47565
578,"Norway",4,"Median","24",1950,24712,23628,48340
578,"Norway",4,"Median","25",1950,25697,24486,50183.5
578,"Norway",4,"Median","26",1950,26818,25737,52555.5
578,"Norway",4,"Median","27",1950,27244,26610,53853
578,"Norway",4,"Median","28",1950,27382,27186,54568
578,"Norway",4,"Median","29",1950,28330,28360,56689.5
578,"Norway",4,"Median","30",1950,27528,27134,54662
578,"Norway",4,"Median","31",1950,25441,25320,50760.5
578,"Norway",4,"Median","32",1950,26320,26378,52697
578,"Norway",4,"Median","33",1950,25882,25894,51775.5
578,"Norway",4,"Median","34",1950,24874,24910,49783
578,"Norway",4,"Median","35",1950,25512,25224,50736
578,"Norway",4,"Median","36",1950,25575,25122,50696.5
578,"Norway",4,"Median","37",1950,25376,24968,50344
578,"Norway",4,"Median","38",1950,25080,24794,49874
578,"Norway",4,"Median","39",1950,24453,24283,48736
578,"Norway",4,"Median","40",1950,24320,24354,48675
578,"Norway",4,"Median","41",1950,23669,23706,47375
578,"Norway",4,"Median","42",1950,22870,23210,46079.5
578,"Norway",4,"Median","43",1950,22264,22920,45184.5
578,"Norway",4,"Median","44",1950,21716,22666,44382
578,"Norway",4,"Median","45",1950,21464,22612,44076
578,"Norway",4,"Median","46",1950,21148,22322,43470
578,"Norway",4,"Median","47",1950,21046,22248,43294
578,"Norway",4,"Median","48",1950,20791,21837,42628
578,"Norway",4,"Median","49",1950,20399,21606,42004.5
578,"Norway",4,"Median","50",1950,20072,21439,41511
578,"Norway",4,"Median","51",1950,19476,20796,40271.5
578,"Norway",4,"Median","52",1950,19286,20671,39956.5
578,"Norway",4,"Median","53",1950,18522,19716,38238
578,"Norway",4,"Median","54",1950,18226,19338,37564
578,"Norway",4,"Median","55",1950,17352,18410,35761
578,"Norway",4,"Median","56",1950,16532,17709,34241.5
578,"Norway",4,"Median","57",1950,15788,16968,32755
578,"Norway",4,"Median","58",1950,15151,16564,31714.5
578,"Norway",4,"Median","59",1950,14404,15904,30308
578,"Norway",4,"Median","60",1950,13513,15258,28771.5
578,"Norway",4,"Median","61",1950,12872,14608,27479.5
578,"Norway",4,"Median","62",1950,12776,14652,27427
578,"Norway",4,"Median","63",1950,12318,13812,26129
578,"Norway",4,"Median","64",1950,11570,13424,24993.5
578,"Norway",4,"Median","65",1950,10948,12854,23803
578,"Norway",4,"Median","66",1950,10259,12392,22650.5
578,"Norway",4,"Median","67",1950,9838,11630,21467.5
578,"Norway",4,"Median","68",1950,9332,11232,20564
578,"Norway",4,"Median","69",1950,8784,10479,19263.5
578,"Norway",4,"Median","70",1950,8942,10742,19684
578,"Norway",4,"Median","71",1950,8598,10198,18795.5
578,"Norway",4,"Median","72",1950,8350,9912,18262
578,"Norway",4,"Median","73",1950,7718,9192,16911
578,"Norway",4,"Median","74",1950,7138,8647,15785
