"LocID","Location","VarID","Variant","Age","Time","PopMale","PopFemale","PopTotal"
616,"Poland",4,"Median","0",1950,377453,360786,738239.5
616,"Poland",4,"Median","1",1950,332475,321512,653987
616,"Poland",4,"Median","2",1950,275424,266414,541838.5
616,"Poland",4,"Median","3",1950,250736,243006,493742.5
616,"Poland",4,"Median","4",1950,225873,219509,445382
616,"Poland",4,"Median","5",1950,210110,204696,414805.5
616,"Poland",4,"Median","6",1950,202552,197702,400253.5
616,"Poland",4,"Median","7",1950,200236,195833,396069
616,"Poland",4,"Median","8",1950,203489,199205,402694
616,"Poland",4,"Median","9",1950,209697,205334,415031
616,"Poland",4,"Median","10",1950,217214,212850,430064.5
616,"Poland",4,"Median","11",1950,230256,225688,455943.5
616,"Poland",4,"Median","12",1950,241238,236680,477918
616,"Poland",4,"Median","13",1950,243024,239054,482078.5
616,"Poland",4,"Median","14",1950,240762,238074,478836.5
616,"Poland",4,"Median","15",1950,240942,239056,479998.5
616,"Poland",4,"Median","16",1950,241842,240622,482463.5
616,"Poland",4,"Median","17",1950,241310,241468,482778.5
616,"Poland",4,"Median","18",1950,240948,242698,483646.5
616,"Poland",4,"Median","19",1950,240391,244032,484422.5
616,"Poland",4,"Median","20",1950,238764,244232,482995
616,"Poland",4,"Median","21",1950,235852,243080,478932
616,"Poland",4,"Median","22",1950,232471,241712,474183.5
616,"Poland",4,"Median","23",1950,228868,240604,469471.5
616,"Poland",4,"Median","24",1950,224436,239220,463655.5
616,"Poland",4,"Median","25",1950,219803,237620,457423.5
616,"Poland",4,"Median","26",1950,216751,237480,454231
616,"Poland",4,"Median","27",1950,208650,231750,440399.5
616,"Poland",4,"Median","28",1950,189811,213128,402938.5
616,"Poland",4,"Median","29",1950,166206,188234,354440.5
616,"Poland",4,"Median","30",1950,144932,166056,310988
616,"Poland",4,"Median","31",1950,123382,143443,266825
616,"Poland",4,"Median","32",1950,110130,129973,240103
616,"Poland",4,"Median","33",1950,116653,138559,255212
616,"Poland",4,"Median","34",1950,131916,157030,288946
616,"Poland",4,"Median","35",1950,144256,172068,316323.5
616,"Poland",4,"Median","36",1950,156694,187060,343754.5
616,"Poland",4,"Median","37",1950,168244,199846,368090
616,"Poland",4,"Median","38",1950,171640,201257,372897
616,"Poland",4,"Median","39",1950,170588,196172,366759.5
616,"Poland",4,"Median","40",1950,171429,193710,365139.5
616,"Poland",4,"Median","41",1950,173464,192736,366199.5
616,"Poland",4,"Median","42",1950,172670,189204,361874.5
616,"Poland",4,"Median","43",1950,169177,185578,354754.5
616,"Poland",4,"Median","44",1950,164060,181868,345927.5
616,"Poland",4,"Median","45",1950,158347,177162,335509.5
616,"Poland",4,"Median","46",1950,152210,171574,323784
616,"Poland",4,"Median","47",1950,145444,165911,311355
616,"Poland",4,"Median","48",1950,138698,160421,299119.5
616,"Poland",4,"Median","49",1950,131880,154833,286712.5
616,"Poland",4,"Median","50",1950,124654,148943,273597.5
616,"Poland",4,"Median","51",1950,117181,143050,260231
616,"Poland",4,"Median","52",1950,109886,136648,246534
616,"Poland",4,"Median","53",1950,102868,129108,231976
616,"Poland",4,"Median","54",1950,96127,121152,217278.5
616,"Poland",4,"Median","55",1950,89444,113450,202894.5
616,"Poland",4,"Median","56",1950,82642,105546,188188.5
616,"Poland",4,"Median","57",1950,77046,99205,176251.5
616,"Poland",4,"Median","58",1950,73628,96322,169949.5
616,"Poland",4,"Median","59",1950,71016,94950,165965.5
616,"Poland",4,"Median","60",1950,68366,93122,161487.5
616,"Poland",4,"Median","61",1950,66241,91461,157702
616,"Poland",4,"Median","62",1950,63716,89137,152852.5
616,"Poland",4,"Median","63",1950,59810,84386,144197
616,"Poland",4,"Median","64",1950,55249,78190,133438.5
616,"Poland",4,"Median","65",1950,51130,72558,123688
616,"Poland",4,"Median","66",1950,47364,67364,114728.5
616,"Poland",4,"Median","67",1950,43570,62200,105769
616,"Poland",4,"Median","68",1950,40070,57912,97982.5
