"LocID","Location","VarID","Variant","Age","Time","PopMale","PopFemale","PopTotal"
380,"Italy",4,"Median","0",1950,447023,425496,872519.5
380,"Italy",4,"Median","1",1950,454345,433668,888012.5
380,"Italy",4,"Median","2",1950,463649,441848,905496.5
380,"Italy",4,"Median","3",1950,459128,437816,896943
380,"Italy",4,"Median","4",1950,412281,392513,804794
380,"Italy",4,"Median","5",1950,369828,352661,722489
380,"Italy",4,"Median","6",1950,376028,359698,735725
380,"Italy",4,"Median","7",1950,387104,371383,758486.5
380,"Italy",4,"Median","8",1950,395099,379677,774776
380,"Italy",4,"Median","9",1950,420820,405607,826426.5
380,"Italy",4,"Median","10",1950,441974,426386,868360
380,"Italy",4,"Median","11",1950,439944,425122,865066.5
380,"Italy",4,"Median","12",1950,424470,411494,835963
380,"Italy",4,"Median","13",1950,405314,395556,800869
380,"Italy",4,"Median","14",1950,406114,398600,804714.5
380,"Italy",4,"Median","15",1950,409676,402033,811709
380,"Italy",4,"Median","16",1950,406023,398012,804035
380,"Italy",4,"Median","17",1950,401654,395676,797329.5
380,"Italy",4,"Median","18",1950,403211,399290,802500.5
380,"Italy",4,"Median","19",1950,415918,410522,826439.5
380,"Italy",4,"Median","20",1950,415994,408893,824887
380,"Italy",4,"Median","21",1950,403370,399421,802791
380,"Italy",4,"Median","22",1950,398880,400212,799092
380,"Italy",4,"Median","23",1950,395158,401736,796893.5
380,"Italy",4,"Median","24",1950,389971,401964,791934.5
380,"Italy",4,"Median","25",1950,385149,401584,786732.5
380,"Italy",4,"Median","26",1950,380439,402392,782831
380,"Italy",4,"Median","27",1950,376318,406205,782523
380,"Italy",4,"Median","28",1950,371036,404174,775210
380,"Italy",4,"Median","29",1950,365484,396576,762060
380,"Italy",4,"Median","30",1950,310615,336338,646953
380,"Italy",4,"Median","31",1950,223633,243966,467599
380,"Italy",4,"Median","32",1950,203190,220878,424067
380,"Italy",4,"Median","33",1950,236338,253091,489429
380,"Italy",4,"Median","34",1950,292776,313992,606767.5
380,"Italy",4,"Median","35",1950,328152,356124,684276
380,"Italy",4,"Median","36",1950,335203,368708,703911
380,"Italy",4,"Median","37",1950,336122,371068,707190
380,"Italy",4,"Median","38",1950,325037,361332,686369.5
380,"Italy",4,"Median","39",1950,323758,355414,679172.5
380,"Italy",4,"Median","40",1950,329609,351946,681555
380,"Italy",4,"Median","41",1950,324226,343690,667916
380,"Italy",4,"Median","42",1950,310928,330980,641908.5
380,"Italy",4,"Median","43",1950,298128,317860,615987.5
380,"Italy",4,"Median","44",1950,290806,309877,600683
380,"Italy",4,"Median","45",1950,282588,302223,584810.5
380,"Italy",4,"Median","46",1950,269709,290510,560219.5
380,"Italy",4,"Median","47",1950,261339,282196,543535.5
380,"Italy",4,"Median","48",1950,256002,276944,532946.5
380,"Italy",4,"Median","49",1950,249282,273676,522959
380,"Italy",4,"Median","50",1950,241391,271165,512556
380,"Italy",4,"Median","51",1950,229059,263859,492918
380,"Italy",4,"Median","52",1950,219522,260172,479694
380,"Italy",4,"Median","53",1950,209714,257040,466753.5
380,"Italy",4,"Median","54",1950,197221,249652,446873.5
380,"Italy",4,"Median","55",1950,189475,240996,430470.5
380,"Italy",4,"Median","56",1950,187308,234010,421318
380,"Italy",4,"Median","57",1950,185625,228540,414164.5
380,"Italy",4,"Median","58",1950,181184,222222,403406
380,"Italy",4,"Median","59",1950,174446,216496,390942
380,"Italy",4,"Median","60",1950,171090,214114,385203.5
380,"Italy",4,"Median","61",1950,169013,211403,380416
380,"Italy",4,"Median","62",1950,164144,204913,369057
380,"Italy",4,"Median","63",1950,156851,194587,351438
380,"Italy",4,"Median","64",1950,150448,186432,336881
380,"Italy",4,"Median","65",1950,147596,181140,328736.5
