"LocID","Location","VarID","Variant","Time","Births","SRB","LEx","LExMale","LExFemale","Deaths","DeathsMale","DeathsFemale","NetMigrations"
380,"Italy",4,"Median",1950,912801,1.058,65.7249,63.943,67.4292,452166,233666,218500,-27539
380,"Italy",4,"Median",1951,867310,1.054,65.322,63.5227,67.0461,481182,248526,232656,-98764
380,"Italy",4,"Median",1952,849788,1.055,65.914,64.0721,67.6902,474660,245693,228967,-129937
380,"Italy",4,"Median",1953,842345,1.057,66.5789,64.7037,68.3903,472441,244483,227958,170309
380,"Italy",4,"Median",1954,877690,1.052,67.8593,65.7807,69.876,442400,231534,210866,-132801
380,"Italy",4,"Median",1955,878325,1.054,68.2514,66.0842,70.3575,446499,234239,212260,-137146
380,"Italy",4,"Median",1956,884500,1.054,67.6395,65.4225,69.8065,497750,260463,237287,-139157
380,"Italy",4,"Median",1957,887147,1.055,67.7777,65.4235,70.0864,483992,255522,228469,-140591
380,"Italy",4,"Median",1958,881939,1.055,68.8543,66.4724,71.1793,457413,241638,215776,-146971
380,"Italy",4,"Median",1959,906763,1.057,69.3067,66.907,71.6422,454416,240225,214192,-145199
380,"Italy",4,"Median",1960,903976,1.056,69.2074,66.6818,71.6867,480134,254778,225355,-140765
380,"Italy",4,"Median",1961,916274,1.055,69.8205,67.1417,72.4563,468204,249904,218300,-129761
380,"Italy",4,"Median",1962,926873,1.053,69.2196,66.526,71.8831,508663,270344,238319,-25840
380,"Italy",4,"Median",1963,953338,1.054,69.3165,66.556,72.0527,516735,274884,241850,-28198
380,"Italy",4,"Median",1964,1006349,1.056,70.3842,67.567,73.1678,490180,262256,227923,-27368
380,"Italy",4,"Median",1965,987129,1.056,70.2601,67.447,73.05,517368,274945,242423,-36267
380,"Italy",4,"Median",1966,974437,1.054,70.9989,68.1514,73.813,495903,264693,231210,-35352
380,"Italy",4,"Median",1967,943473,1.054,71.0343,68.2083,73.8248,510127,270591,239537,-37992
380,"Italy",4,"Median",1968,935828,1.055,70.8687,67.9908,73.7284,533400,282577,250823,-50149
380,"Italy",4,"Median",1969,928025,1.055,70.8639,67.8661,73.8637,538997,288389,250607,-45346
380,"Italy",4,"Median",1970,900250,1.058,71.6296,68.6949,74.5382,521512,276775,244737,-62216
380,"Italy",4,"Median",1971,900724,1.059,71.8827,68.873,74.8739,523499,278561,244938,-58627
380,"Italy",4,"Median",1972,882287,1.063,72.1451,69.0795,75.1978,524534,279748,244785,43182
380,"Italy",4,"Median",1973,871472,1.061,72.1053,69.0803,75.1185,548029,289952,258077,41631
380,"Italy",4,"Median",1974,865442,1.06,72.8037,69.6938,75.8966,531899,283244,248655,42487
380,"Italy",4,"Median",1975,824711,1.061,72.7281,69.5479,75.9125,553930,295242,258688,43051
380,"Italy",4,"Median",1976,781571,1.062,73.0698,69.8615,76.2753,549560,293240,256320,40885
380,"Italy",4,"Median",1977,739807,1.06,73.4398,70.145,76.73,544668,291032,253637,42246
380,"Italy",4,"Median",1978,706251,1.06,73.7759,70.4168,77.1273,538736,289221,249515,43932
380,"Italy",4,"Median",1979,668791,1.062,74.106,70.7168,77.4773,536050,287508,248543,42637
380,"Italy",4,"Median",1980,639671,1.066,74.0518,70.6655,77.4204,551286,294017,257269,295642
380,"Italy",4,"Median",1981,623776,1.06,74.4385,71.0954,77.7514,545657,289765,255892,7182
380,"Italy",4,"Median",1982,620068,1.059,74.9126,71.5906,78.1785,536297,283811,252487,-24223
380,"Italy",4,"Median",1983,603596,1.061,74.7351,71.4415,77.9901,565537,297155,268382,-3733
380,"Italy",4,"Median",1984,589718,1.06,75.4991,72.1558,78.773,535764,283051,252713,203
380,"Italy",4,"Median",1985,578014,1.059,75.6068,72.3077,78.8304,548785,287859,260926,6911
380,"Italy",4,"Median",1986,557096,1.063,75.9188,72.624,79.123,546062,285823,260239,-6206
380,"Italy",4,"Median",1987,553322,1.065,76.3436,73.0224,79.5579,534090,279980,254110,7825
380,"Italy",4,"Median",1988,568646,1.063,76.5324,73.2245,79.7247,540595,281508,259087,18553
380,"Italy",4,"Median",1989,563009,1.062,76.9269,73.5873,80.1518,533153,278415,254738,19540
380,"Italy",4,"Median",1990,569623,1.062,76.9936,73.6349,80.2526,544946,283030,261916,35317
380,"Italy",4,"Median",1991,562802,1.063,76.9898,73.5925,80.3022,554634,288643,265991,19721
380,"Italy",4,"Median",1992,568121,1.065,77.3647,73.9748,80.6598,548566,285068,263498,51747
380,"Italy",4,"Median",1993,549758,1.066,77.6529,74.3611,80.8287,553836,286577,267259,24321
380,"Italy",4,"Median",1994,533327,1.066,77.8725,74.5617,81.0683,557566,287952,269614,502750
380,"Italy",4,"Median",1995,525219,1.064,78.1253,74.7775,81.3345,577032,296932,280100,-460287
380,"Italy",4,"Median",1996,528909,1.063,78.4381,75.1854,81.5418,552754,283830,268925,53450
380,"Italy",4,"Median",1997,533515,1.061,78.7346,75.5384,81.7768,559297,284649,274648,50539
380,"Italy",4,"Median",1998,531520,1.061,78.8068,75.6416,81.8214,572429,290253,282177,67985
380,"Italy",4,"Median",1999,535967,1.059,79.205,76.0576,82.1898,566237,285741,280496,54405
380,"Italy",4,"Median",2000,540787,1.062,79.607,76.5318,82.4947,558193,280453,277739,56065
380,"Italy",4,"Median",2001,534531,1.058,79.8849,76.7945,82.7838,554964,278839,276124,48903
380,"Italy",4,"Median",2002,535827,1.057,80.112,77.0733,82.9552,558427,278897,279530,223861
380,"Italy",4,"Median",2003,540069,1.057,80.191,77.3182,82.8719,581768,286408,295359,478578
