"LocID","Location","VarID","Variant","Time","Births","SRB","LEx","LExMale","LExFemale","Deaths","DeathsMale","DeathsFemale","NetMigrations"
616,"Poland",4,"Median",1950,754898,1.07,58.3331,55.4614,61.0817,303257,158707,144550,-18514
616,"Poland",4,"Median",1951,774125,1.072,58.8567,55.963,61.6253,302258,158323,143934,-19936
616,"Poland",4,"Median",1952,771156,1.073,59.6938,56.9955,62.2544,301209,155205,146004,-22346
616,"Poland",4,"Median",1953,772912,1.068,61.3137,58.5016,63.9791,286516,148408,138107,-25994
616,"Poland",4,"Median",1954,772954,1.066,62.2827,59.4694,64.9401,278598,144074,134524,-26711
616,"Poland",4,"Median",1955,780688,1.071,63.0598,60.2724,65.6828,273850,141384,132466,-28167
616,"Poland",4,"Median",1956,767196,1.069,63.4261,60.7325,65.9455,272393,139724,132669,-29620
616,"Poland",4,"Median",1957,780998,1.067,64.4363,61.6395,67.0404,262043,135519,126524,97719
616,"Poland",4,"Median",1958,757294,1.07,64.8933,61.9616,67.6275,257787,134240,123547,18103
616,"Poland",4,"Median",1959,724264,1.078,66.413,63.4088,69.2052,239891,125619,114272,-24204
616,"Poland",4,"Median",1960,667311,1.075,67.0803,64.0453,69.9016,234308,122562,111746,-6306
616,"Poland",4,"Median",1961,630585,1.075,67.7976,64.7321,70.6525,229785,120228,109557,-20044
616,"Poland",4,"Median",1962,599261,1.076,68.0397,64.9294,70.9487,232182,121471,110711,-31021
616,"Poland",4,"Median",1963,583891,1.072,68.3219,65.2262,71.2171,234313,122338,111975,-13770
616,"Poland",4,"Median",1964,558131,1.07,68.9427,65.848,71.8298,232441,121164,111277,-23273
616,"Poland",4,"Median",1965,543012,1.067,69.3849,66.2878,72.2728,233365,121579,111786,-21658
616,"Poland",4,"Median",1966,526165,1.066,69.6559,66.4861,72.6286,237097,123866,113231,-17158
616,"Poland",4,"Median",1967,515662,1.065,69.902,66.6477,72.9706,241407,126709,114698,-25479
616,"Poland",4,"Median",1968,513725,1.066,69.8421,66.5095,73.0078,251090,132321,118768,-11905
616,"Poland",4,"Median",1969,523482,1.066,69.8397,66.4512,73.0744,258690,136749,121941,-26744
616,"Poland",4,"Median",1970,541223,1.066,69.5572,66.0738,72.9124,272690,144790,127900,-66859
616,"Poland",4,"Median",1971,561963,1.064,69.8261,66.2996,73.2267,274547,145945,128602,-31767
616,"Poland",4,"Median",1972,578463,1.065,70.1409,66.5354,73.6249,277720,148026,129694,-15004
616,"Poland",4,"Median",1973,602271,1.062,70.6986,67.1291,74.1338,276120,146536,129584,-29335
616,"Poland",4,"Median",1974,626273,1.071,70.6625,67.0366,74.1749,286434,152187,134247,-18273
616,"Poland",4,"Median",1975,649803,1.069,70.6308,66.9255,74.2467,296147,157775,138372,-31346
616,"Poland",4,"Median",1976,675695,1.067,70.403,66.5334,74.2264,307878,165419,142460,-25716
616,"Poland",4,"Median",1977,672238,1.066,70.3284,66.3255,74.3215,317035,171483,145552,-33496
616,"Poland",4,"Median",1978,676605,1.063,70.3784,66.3045,74.4584,323968,175383,148585,-62936
616,"Poland",4,"Median",1979,696439,1.063,70.249,66.1186,74.4125,335626,181680,153946,-22162
616,"Poland",4,"Median",1980,699317,1.057,70.4785,66.3513,74.6284,339283,182696,156587,-42420
616,"Poland",4,"Median",1981,687850,1.058,70.6086,66.5112,74.7177,340518,183093,157425,-16155
616,"Poland",4,"Median",1982,710210,1.06,70.9149,66.8601,74.9603,341312,182362,158951,-34980
616,"Poland",4,"Median",1983,726595,1.058,70.809,66.7667,74.8583,353304,187669,165635,-26724
