"LocID","Location","VarID","Variant","Time","Births","SRB","LEx","LExMale","LExFemale","Deaths","DeathsMale","DeathsFemale","NetMigrations"
642,"Romania",4,"Median",1950,417257,1.057,60.5083,58.4788,62.4404,194862,98826,96035,8256
642,"Romania",4,"Median",1951,422118,1.056,61.1601,59.1771,63.0424,194071,97936,96135,-2054
642,"Romania",4,"Median",1952,424771,1.056,61.8284,59.8384,63.714,192167,96717,95449,-17711
642,"Romania",4,"Median",1953,427991,1.055,62.4742,60.4591,64.3802,189778,95436,94342,-29810
642,"Romania",4,"Median",1954,433948,1.054,62.9543,60.9681,64.828,188879,94582,94298,-35531
642,"Romania",4,"Median",1955,441735,1.06,63.2508,61.3693,65.0244,192970,94997,97973,-41093
642,"Romania",4,"Median",1956,426937,1.06,63.6347,61.7387,65.4239,190107,93774,96333,-12056
642,"Romania",4,"Median",1957,406720,1.06,63.9918,62.0757,65.7985,187167,92484,94684,-52744
642,"Romania",4,"Median",1958,388337,1.061,64.406,62.4588,66.242,183451,90806,92645,-54018
642,"Romania",4,"Median",1959,365786,1.064,64.9299,62.9432,66.8058,178831,88785,90046,-54670
642,"Romania",4,"Median",1960,348222,1.067,65.6057,63.5679,67.5365,173513,86495,87018,-55397
642,"Romania",4,"Median",1961,320549,1.066,66.4153,64.3903,68.3324,167184,83327,83857,-54642
642,"Romania",4,"Median",1962,297335,1.061,67.2084,65.1469,69.16,161594,80817,80777,-56152
642,"Romania",4,"Median",1963,288519,1.061,67.8101,65.6523,69.8638,158514,79791,78723,-58076
642,"Romania",4,"Median",1964,279351,1.062,68.3509,66.1517,70.4463,155832,78811,77021,-59500
642,"Romania",4,"Median",1965,270385,1.061,68.3864,66.31,70.3621,158672,79431,79241,-60430
642,"Romania",4,"Median",1966,264821,1.065,68.2341,66.1311,70.2515,164244,82177,82066,-25458
642,"Romania",4,"Median",1967,510539,1.056,68.0765,65.9737,70.101,178343,89973,88370,37282
642,"Romania",4,"Median",1968,509623,1.053,67.9482,65.8215,70.0127,187693,94430,93263,33601
642,"Romania",4,"Median",1969,454894,1.057,67.236,64.9986,69.4217,203765,103033,100732,74851
642,"Romania",4,"Median",1970,418706,1.057,67.9295,65.6644,70.1336,196974,100117,96857,71919
642,"Romania",4,"Median",1971,395201,1.057,68.4097,66.1813,70.5663,199618,101552,98066,74473
642,"Romania",4,"Median",1972,385436,1.058,68.9768,66.7467,71.1314,193226,97893,95333,61920
642,"Romania",4,"Median",1973,379753,1.061,68.7008,66.5277,70.798,207040,104002,103038,58651
642,"Romania",4,"Median",1974,428430,1.06,69.5175,67.2906,71.6593,196068,99273,96794,6725
642,"Romania",4,"Median",1975,422961,1.059,69.5985,67.2853,71.8235,202134,102775,99360,9125
642,"Romania",4,"Median",1976,417557,1.06,69.8993,67.637,72.0673,207030,104530,102500,18748
642,"Romania",4,"Median",1977,418612,1.053,69.4673,67.0602,71.7892,214759,108862,105897,-28135
642,"Romania",4,"Median",1978,406687,1.051,69.78,67.2333,72.2514,215205,110395,104811,-31427
642,"Romania",4,"Median",1979,396607,1.057,69.4605,66.8583,72.0027,223954,114720,109234,-29600
642,"Romania",4,"Median",1980,381606,1.053,69.2489,66.5827,71.8753,237692,121625,116067,-16668
642,"Romania",4,"Median",1981,362763,1.054,69.5058,66.702,72.2759,233102,120854,112248,-20870
642,"Romania",4,"Median",1982,329197,1.053,69.7992,67.064,72.4895,229953,118549,111404,-4725
642,"Romania",4,"Median",1983,310478,1.057,69.8198,66.9894,72.6254,238554,123521,115032,3093
642,"Romania",4,"Median",1984,336008,1.053,69.9066,67.0455,72.7487,236812,123556,113256,-24629
642,"Romania",4,"Median",1985,347803,1.053,69.4069,66.4208,72.3993,250630,130519,120111,-28108
642,"Romania",4,"Median",1986,367835,1.049,69.7178,66.6873,72.7604,248609,129451,119158,-50450
642,"Romania",4,"Median",1987,376668,1.05,69.0527,66.1167,71.9981,260870,134368,126502,-42868
642,"Romania",4,"Median",1988,376046,1.048,69.3887,66.4315,72.351,260385,134409,125976,-48911
642,"Romania",4,"Median",1989,365632,1.048,69.5461,66.4512,72.6598,254093,131664,122430,-33866
642,"Romania",4,"Median",1990,315316,1.049,69.8412,66.6257,73.0926,251056,131147,119909,-38157
642,"Romania",4,"Median",1991,281531,1.057,70.0455,66.7755,73.363,255046,133382,121664,-36824
642,"Romania",4,"Median",1992,269273,1.057,69.5063,65.9852,73.1383,265775,140404,125371,-63200
642,"Romania",4,"Median",1993,258713,1.057,69.512,65.913,73.237,265824,141134,124691,-73475
642,"Romania",4,"Median",1994,252862,1.061,69.3255,65.6144,73.1896,268046,143885,124162,-76246
