"LocID","Location","VarID","Variant","Time","Births","SRB","LEx","LExMale","LExFemale","Deaths","DeathsMale","DeathsFemale","NetMigrations"
246,"Finland",4,"Median",1950,98369,1.055,64.2011,60.3748,67.9216,42536,22497,20039,-12283
246,"Finland",4,"Median",1951,93513,1.053,65.6347,62.2563,68.8321,40377,20767,19610,-18206
246,"Finland",4,"Median",1952,94133,1.052,66.5243,63.3368,69.4841,39047,19891,19156,-3627
246,"Finland",4,"Median",1953,91072,1.051,66.6003,63.2486,69.755,39870,20381,19489,-4804
246,"Finland",4,"Median",1954,89827,1.048,67.5469,64.2254,70.6492,37946,19425,18521,-3300
246,"Finland",4,"Median",1955,89601,1.05,67.3411,63.8374,70.658,39560,20455,19105,-2741
246,"Finland",4,"Median",1956,88770,1.051,67.9853,64.5752,71.1839,38640,19911,18729,-3966
246,"Finland",4,"Median",1957,86830,1.05,67.4515,64.1086,70.5953,40600,20865,19735,-7893
246,"Finland",4,"Median",1958,81459,1.049,68.6142,65.2882,71.7151,38702,19828,18874,-9699
246,"Finland",4,"Median",1959,82950,1.049,68.7949,65.2415,72.158,38737,20098,18639,-7530
246,"Finland",4,"Median",1960,82284,1.048,68.9929,65.4094,72.3979,39728,20614,19115,-9489
246,"Finland",4,"Median",1961,82023,1.048,69.0109,65.6061,72.2405,40518,20691,19827,-11828
246,"Finland",4,"Median",1962,81425,1.049,68.7416,65.0982,72.2449,42777,22241,20536,-6852
246,"Finland",4,"Median",1963,82035,1.049,69.1788,65.5211,72.6886,41866,21896,19970,-7624
246,"Finland",4,"Median",1964,80633,1.049,69.379,65.6542,72.9595,42381,22201,20180,-20414
246,"Finland",4,"Median",1965,78370,1.047,69.1268,65.2956,72.8567,44355,23244,21111,-21731
246,"Finland",4,"Median",1966,77796,1.046,69.6445,65.9608,73.1759,43449,22810,20638,-12059
246,"Finland",4,"Median",1967,77151,1.048,69.8168,65.925,73.5886,43682,23281,20401,-5353
246,"Finland",4,"Median",1968,73781,1.048,69.7828,65.8828,73.5673,44940,23784,21157,-15561
246,"Finland",4,"Median",1969,68233,1.049,69.6478,65.6395,73.5711,45820,24408,21412,-42207
246,"Finland",4,"Median",1970,64856,1.049,70.3247,66.1607,74.3985,44038,23761,20277,-36579
