Time,Male,Female
1,0.108506229218529,-0.00444252573161334
2,-3.61906899664286e-05,-0.00161235461818324
3,1.16134352233463e-06,2.50366350910334e-06
4,-5.8269390467819e-10,-7.34951668765256e-10
5,-0.0012898538551919,-0.0189082936185961
6,2.5555943989651e-05,1.39601334421528e-05
7,-2.74720217101621e-08,7.55514198017126e-07
