Time,Male,Female
1,0.104280121072239,0.0516661493057248
2,-0.000264782035953991,-0.000830191326619652
3,-5.43505520106156e-07,1.05009282143366e-06
4,4.12943935698634e-10,-2.12178583520675e-10
5,-0.00105969119746305,-0.0044907106159489
6,-0.000253700761896312,-0.000291715086003779
7,2.35547244654847e-06,2.89951189192322e-06
