Time,Male,Female
1,0.337125049542563,0.341594221662871
2,0.338743362209789,0.326638717224148
3,0.285727702844888,0.282943765664759
4,0.0193231772917594,0.0245764792745368
5,0.0190807081110014,0.0242468161736868
