Time,Male,Female
0,0.532934131736527,0.547368421052632
1,0.167664670658683,0.157894736842105
2,0.167664670658683,0.157894736842105
3,0.0658682634730539,0.068421052631579
4,0.0658682634730539,0.068421052631579
