Time,Male,Female
1,0.170284490720925,0.0234105206366178
2,0.000664271288292859,-0.00164750534755219
3,-1.709992406083e-06,-1.81823149484044e-06
4,6.02846316522631e-10,1.35716478278475e-09
5,0.0187719012550469,0.0161669866596199
6,-0.000166023707476905,-0.000454567493081419
7,2.01672528658472e-07,2.47220324449779e-06
