Time,Male,Female
1,0.0651079625124562,-0.230455460804047
2,-0.00014855004396462,-0.000689934038823669
3,-9.99574057052029e-07,-2.25768029617704e-06
4,5.63424483361052e-10,1.2664224575616e-09
5,-0.00485840011523854,0.0211519766942427
6,-5.26012920942656e-06,-0.000199572509988474
7,3.40557862409085e-07,1.1688197091718e-07
