Time,Male,Female
1,0.0298397852257802,0.0487571531994503
2,-0.000583525764320668,0.000323818185083485
3,-2.82918235552333e-07,-9.599907839841e-07
4,3.57830392903094e-10,4.83896661387467e-10
5,0.00986894930218429,0.00656370409534072
6,-0.00013428469681894,-7.25996803352007e-05
7,-8.73387974084138e-08,-5.44578598035081e-07
