Time,Male,Female
1,0,0.116431073920523
2,0,-0.000676386225800122
3,0,-1.59211613385165e-06
4,0,1.14334171742016e-09
5,0,-0.0403905840834758
6,0,0.000693399544924762
7,0,-4.44238906832171e-06
