population_group_id,population_group_name,measure_id,measure,location_id,location,gender_id,gender,age_group_id,age_group,age,cause_id,disease,metric_id,metric_name,year,mean,upper,lower,time,is_filled
1,All Population,3,YLD,233,Estonia,1,Male,28,<1 year,0,294,All causes,3,Rate,2023,0.0214829193704905,0.030234842984799996,0.015506809578904199,2023,True
1,All Population,3,YLD,233,Estonia,2,Female,28,<1 year,0,294,All causes,3,Rate,2023,0.0208287885554983,0.028164997244147297,0.0151421133440069,2023,True
1,All Population,3,YLD,233,Estonia,1,Male,238,12-23 months,1,294,All causes,3,Rate,2023,0.0278438629673664,0.0385385681066863,0.0198770758897995,2023,True
1,All Population,3,YLD,233,Estonia,2,Female,238,12-23 months,1,294,All causes,3,Rate,2023,0.0245907392768723,0.034129313690645896,0.0176662966610411,2023,True
1,All Population,3,YLD,233,Estonia,1,Male,34,2-4 years,2,294,All causes,3,Rate,2023,0.0290355643836027,0.0401937842165951,0.0211353858590956,2023,True
1,All Population,3,YLD,233,Estonia,2,Female,34,2-4 years,2,294,All causes,3,Rate,2023,0.026555016726837098,0.0370045710769163,0.0194703932555893,2023,True
1,All Population,3,YLD,233,Estonia,1,Male,34,2-4 years,3,294,All causes,3,Rate,2023,0.0290355643836027,0.0401937842165951,0.0211353858590956,2023,True
1,All Population,3,YLD,233,Estonia,2,Female,34,2-4 years,3,294,All causes,3,Rate,2023,0.026555016726837098,0.0370045710769163,0.0194703932555893,2023,True
1,All Population,3,YLD,233,Estonia,1,Male,34,2-4 years,4,294,All causes,3,Rate,2023,0.0290355643836027,0.0401937842165951,0.0211353858590956,2023,True
1,All Population,3,YLD,233,Estonia,2,Female,34,2-4 years,4,294,All causes,3,Rate,2023,0.026555016726837098,0.0370045710769163,0.0194703932555893,2023,True
1,All Population,3,YLD,233,Estonia,1,Male,6,5-9 years,5,294,All causes,3,Rate,2023,0.0364099451337757,0.0523339034283762,0.0260925717600088,2023,True
1,All Population,3,YLD,233,Estonia,2,Female,6,5-9 years,5,294,All causes,3,Rate,2023,0.0383871159183062,0.0592155323431953,0.026619261574667798,2023,True
1,All Population,3,YLD,233,Estonia,1,Male,6,5-9 years,6,294,All causes,3,Rate,2023,0.0364099451337757,0.0523339034283762,0.0260925717600088,2023,True
1,All Population,3,YLD,233,Estonia,2,Female,6,5-9 years,6,294,All causes,3,Rate,2023,0.0383871159183062,0.0592155323431953,0.026619261574667798,2023,True
1,All Population,3,YLD,233,Estonia,1,Male,6,5-9 years,7,294,All causes,3,Rate,2023,0.0364099451337757,0.0523339034283762,0.0260925717600088,2023,True
1,All Population,3,YLD,233,Estonia,2,Female,6,5-9 years,7,294,All causes,3,Rate,2023,0.0383871159183062,0.0592155323431953,0.026619261574667798,2023,True
1,All Population,3,YLD,233,Estonia,1,Male,6,5-9 years,8,294,All causes,3,Rate,2023,0.0364099451337757,0.0523339034283762,0.0260925717600088,2023,True
1,All Population,3,YLD,233,Estonia,2,Female,6,5-9 years,8,294,All causes,3,Rate,2023,0.0383871159183062,0.0592155323431953,0.026619261574667798,2023,True
1,All Population,3,YLD,233,Estonia,1,Male,6,5-9 years,9,294,All causes,3,Rate,2023,0.0364099451337757,0.0523339034283762,0.0260925717600088,2023,True
1,All Population,3,YLD,233,Estonia,2,Female,6,5-9 years,9,294,All causes,3,Rate,2023,0.0383871159183062,0.0592155323431953,0.026619261574667798,2023,True
1,All Population,3,YLD,233,Estonia,1,Male,7,10-14 years,10,294,All causes,3,Rate,2023,0.0478341143710978,0.0650990165969903,0.0338019477142358,2023,True
1,All Population,3,YLD,233,Estonia,2,Female,7,10-14 years,10,294,All causes,3,Rate,2023,0.0564565425869801,0.07744233516352769,0.0400877701170741,2023,True
1,All Population,3,YLD,233,Estonia,1,Male,7,10-14 years,11,294,All causes,3,Rate,2023,0.0478341143710978,0.0650990165969903,0.0338019477142358,2023,True
1,All Population,3,YLD,233,Estonia,2,Female,7,10-14 years,11,294,All causes,3,Rate,2023,0.0564565425869801,0.07744233516352769,0.0400877701170741,2023,True
1,All Population,3,YLD,233,Estonia,1,Male,7,10-14 years,12,294,All causes,3,Rate,2023,0.0478341143710978,0.0650990165969903,0.0338019477142358,2023,True
1,All Population,3,YLD,233,Estonia,2,Female,7,10-14 years,12,294,All causes,3,Rate,2023,0.0564565425869801,0.07744233516352769,0.0400877701170741,2023,True
1,All Population,3,YLD,233,Estonia,1,Male,7,10-14 years,13,294,All causes,3,Rate,2023,0.0478341143710978,0.0650990165969903,0.0338019477142358,2023,True
