"country","sex","age_group","age_mean","year_mean","years_post_int","outcome","mean","se","l","u"
"India","Male","35-39",37.5,2.5,"0-4 years","COPD",0.0203798376253866,0.000616526368373911,0.0189869615143964,0.0213333686355322
"India","Male","35-39",37.5,7.5,"5-9 years","COPD",0.0556015135214351,0.0016820447658897,0.0518013841316685,0.0582029948643322
"India","Male","35-39",37.5,12.5,"10-14 years","COPD",0.0719939916114201,0.00217794641001654,0.06707350534977,0.075362443549434
"India","Male","35-39",37.5,17.5,"15-19 years","COPD",0.0779750309145227,0.00235888349638714,0.0726457657942125,0.0816233234750793
"India","Male","35-39",37.5,22.5,"20-24 years","COPD",0.0832915102950582,0.00251971646204991,0.0775988861892724,0.0871885500756529
"India","Male","35-39",37.5,27.5,"25-29 years","COPD",0.084620630140192,0.0025599247034656,0.0788371662880373,0.0885798567257963
"India","Male","40-44",42.5,2.5,"0-4 years","COPD",0.000771092512741729,9.85983535973803e-05,0.000576158082549469,0.000959174227371296
"India","Male","40-44",42.5,7.5,"5-9 years","COPD",0.00210374152932798,0.000269002029923288,0.00157190955130344,0.00261687751163257
"India","Male","40-44",42.5,12.5,"10-14 years","COPD",0.00272396811566372,0.000348309401295094,0.00203534105248454,0.00338838721625731
"India","Male","40-44",42.5,17.5,"15-19 years","COPD",0.0029502670052727,0.000377245874633456,0.0022044309245371,0.00366988400037715
"India","Male","40-44",42.5,22.5,"20-24 years","COPD",0.00315142157381403,0.000402967184267556,0.00235473303302826,0.00392010336403923
"India","Male","40-44",42.5,27.5,"25-29 years","COPD",0.00320171021594936,0.00040939751167608,0.00239230856015106,0.00398265820495475
"India","Male","45-49",47.5,2.5,"0-4 years","COPD",0.0106536851482954,0.000854504729184304,0.00883900779983345,0.0121871230946269
"India","Male","45-49",47.5,7.5,"5-9 years","COPD",0.0290660323067624,0.00233131181549196,0.0241151191060675,0.0332496510516451
"India","Male","45-49",47.5,12.5,"10-14 years","COPD",0.0376353007956087,0.00301863083679238,0.0312247558146292,0.0430523370190624
"India","Male","45-49",47.5,17.5,"15-19 years","COPD",0.0407619257847823,0.00326940939861821,0.0338188124515368,0.0466289927098768
