Time,Male,Female
1,0.192156801972052,0.117368385114912
2,0.000452235676923913,0.00122250061018036
3,1.29690028768838e-06,6.99764788026909e-08
4,-7.16680496586068e-10,-3.84422617046988e-10
5,-0.00557675041586572,0.00218322399951396
6,-0.000222541199043875,1.85890897626008e-05
7,2.9144181176092e-06,3.18478548464759e-07
